A	B	C	label
不是独立事件，如果打开会影响剩下的签的概率分布，不打开那么就不会影响	你再仔细想像一下，，对于总体来说，既然已经抽到手上了，你看不看结果会影响剩下的签吗？，，，一个是条件概率，一个是事件概率，完全是两回事。。不能凑在一起啊。。我概率论与数理统计92呢，，不骗你	我们俩说的其实不是一个东西，如果不打开那么每个人抽中概率是不变的，但是如果前面的人打开了那么事件概率就变成了条件概率，每个人的条件不一样，自然概率不一样，所以打开和不打开关乎概率是否相等。	others
我就想知道12306系统里面有没有公安系统的身份证系统，是不是名字与号码必须一致才能购票成功？	不是，没有验证	那票务上的名字是来自12306系统购票时填写的名字还是来自刷身份证时的信息？	others
各位想看直播的对不起，我给那个杠精举报禁言了。。。	我的天哈哈哈哈哈哈哈你下手真快啊	插个眼	others
换个朋友圈才是正经事。 表示已经和之前的同学朋友们早就零交流了。人手一娃，天天朋友圈，你帮我点赞，我帮你点赞，投票也是~ ~	我们的价值观比较相像，我比你大一岁。不太想要小孩子，自己把自己的事情处理好，也不指望将来谁能照顾我，养我。	恩，能遇到志同道合的就挺好，如果遇不到也没关系，自己为自己做的决定负责任。 也许遇到一个好爱好爱的，也不一定呢。	others
哇我的生日也是正月二十九！！羡慕答主…十五就有对象了ಥ_ಥ……	我也是！	哈哈😄	happy
奋力浮起来	我愿就此漂流跟着海和鱼去远方	哈哈哈哈哈哈	happy
生育率最低的意大利、西班牙、希腊、乌克兰、俄罗斯在全世界范围内失业率最高，即使是日本，由于生育率下降，消费能力和产业升级动力不足，经济也连续陷入萧条。德国靠移民，中国呢？	你說的這些國家生育率低都幾十年了，反過來看經濟蕭條開始有多少年？非洲生育率高吧.中東生育率高吧.經濟好嗎？	生育率高并不必然经济好，但超低生育率必然经济差。有问题？中国超低生育从上世纪90年代开始也几十年了。但人口变化有个惯性，2013年开始中国劳动力总量开始下滑，而且将是长期的快速趋势，所以，中国也将开始经济下滑的长周期，这是不可避免的事情。	others
我刚打扫完studio	在看电影决定不睡了囧	睡了就起不来了么哈哈哈	happy
我找不到人和我一起去台湾tt	自己去	没意思	sad
2学的还行的人考在什么分数么因为总感觉学校经济老师打分打的偏高	快接近满分了	as成绩平平只能好好复习了谢谢亲	happy
拥有两三套房子的都只算是小资产阶级…那我们这种只有一套按揭房的…果真是社会底层…	你以为有按揭房就算小资产阶级了？	你怎么知道我是这样以为的？顺便问问，小资产阶级的标准线是什么？怎么定的？	others
计算机科学与技术，毁我一生。。	啊哈。为什么啊。我还打算考研考计算机科学与技术。。。我本专业是数字媒体技术	不是～喜欢就好，我是越学越觉得会的太少，计科这个专业真的是。。。下一个硬件，算法大师就是你啦	others
好啊好啊新疆人民都该是热情好客的吧哈哈	那必须的看我就知道了哈哈哈	啧啧啧说的我都想在你这征了哈哈哈	happy
我以前还会逛d8现在很少了	黄图哥已经占领d8了现在来豆瓣装成一朵忧郁的文艺屌	哈哈哈文艺青年	happy
在上海工作呀罗氏制药	罗氏制药真厉害呀	嘿嘿还行啦	happy
我妈老偷穿我的鞋不开心╮╯▽╰╭	假如不爽那就不穿鞋了╮╯▽╰╭	╮╯▽╰╭没办法穿一下就穿一下咯	sad
至于胡歌，确实很好，我从仙剑一开始喜欢胡歌了。人品性格演技没的说，未来的艺术家！我觉得鹿晗其实比很多小鲜肉好多了，只是鹿晗太火了，知名度太高了，所以才会被大家关注。	谢谢您哇。我也是觉得他的努力的确不够，在演技上有欠缺。但是唱歌跳舞足球什么的，都很擅长。是女生会心动的中学男神的感觉。而且我也不喜欢男生有肌肉，成熟的感觉。更喜欢白白净净的少年吧。您这样的男生其实挺受女生欢迎的。希望您生活顺利哈	问一下，你是男孩还是女孩？	others
军费可不低	军费比例不到世界平均水平，不高啊	中国的算法比较奇怪，那些军工企业你加上试试。。。	others
张口圣母闭口圣母，为黑而黑。几百万人的生命不是你说舍弃就可以舍弃，说无视就可以无视的。对比人数是出于对每个人利益的考量，你选择少数，要是历史都作这样的选择，现在地球也不剩多少人啰。	拿全民的钱和命满足自己的道德优越感太轻松太舒坦	看你的timeline短短的，回答的问题都是关于穆斯林的，专业黑户啊，开个小号专门干这个？可不敢得罪，您高兴就好。	angry
其实当年朝鲜GDP比韩国还高呢。	GDP算个卵 用GDP来衡量真是幼稚的可怕	而且我说的是当年，是说朝鲜刚被美苏分占那时候，和你的观点一致。你这人怎么回事？	angry
那你生活中大部分东西都不能用了	没得选的情况下用日货，有得选的时候不用呗。很难吗？	求你别来知乎上评论了	angry
还是那句话 看你的目标是什么吧	普通家长的目标很简单。top2毕业的家长，希望孩子能上985及以上；985毕业的家长希望孩子能上211及以上；211毕业的希望孩子能上二本以上。在帝都这样的人才高地，是一件不容易的事情。所以才有从幼儿园开始的军备竞赛，不能输在起跑线上。	你是在哪里的户口？	others
结果人家出来办公室就把裙子脱了，穿着裤衩出去的，保安没管穿裤衩的，没抓着	这么奇怪的装扮，不找他抓谁？	保安：抓穿花裙子的	others
最简单的一个问题，他的月收入下来了。国外大学可不管你是在哪挣钱，收费标准是一样的。	他无论在深圳还是四线，收入都够孩子自费读一个热门研究生了。然后就他的出身，孩子基本是c9水平。如果不考虑初中高中出国，那么他收入远远够支持孩子拿个国外硕士了。	是我眼睛不好？每个月1w7,一年二十万，孩子出国饭都吃不起啊。我读LLM一年开销是三十万。还有，答主是老八校本科，一建，怎么看就是个普通人。就算是实权厅局，也不敢说孩子保底c9吧。	others
怎么觉得堕落了好不开心嘤嘤嘤	堕落个p这叫解放oo好吧有点夸张了平时我很乖的不会去夜店什么的	哈哈哈哈哈我懂你的	others
又到了我最爱的苏联笑话时间[捂脸]	到我正好1000赞！	3Q[调皮]	happy
学长要在这里苦逼的熬到20号	昆明給有到穿三条秋裤的温度了	前两天确实到了不过这两天温度回暖了好舒糊哈哈	happy
什么也没做啊彪悍气质吧非常难过	还好只是彪悍气质不是说你五大三粗就好哈哈	这么安慰的话似乎是该感天谢地一下	sad
有一种东西叫人脉，看不见摸不着但很有用，都在一个区域内，大家互相关照，今天我安排你一个，指不定哪天你帮我安排一个	体制内人脉主要是扩张办事权力和金钱利益的  仍然包括不了人事权的  你帮我提拔一个 我帮你提拔一个 这种情况可以做到  但是成本太大  除非利益实在太大才可能行动  比如 自己的儿子女儿或者重大利益关系者的委托	不知道你在哪个层级，但基层非常普遍，利益交换也分档次，自己子女当然是最好的位置，这样的交换整个职业生涯也不会三五次，但平常的这种交换只需要一个位置或者一碗饭碗而已，多如牛毛。	others
真有这么个人，而且结局不错。	？我还没看大结局，据说烂尾？	有点，还能看，悬念制造的倒是不错，就是圆的不怎么样。里面的美少女值得一看。	others
我本科双非，想考研，目的就是能够去军工研究所[飙泪笑]	硕士在研究所就是最底层，读个博士应该好些	读博掉头发哈哈哈	happy
呃所以虚拟光驱还是要光盘序列号的吗	虚拟光驱不用你加载的iso就是你要安装的软件本身需要序列号	囧好吧谢谢了啊	others
你也可以这么理解，没什么问题。男性的生育代价是非常低的，女性要怀胎10月，男的射完就跑，现在的一夫一妻制是人类道德使然，但是人终究是动物，什么时候道德彻底压制兽性，人类的生命就升华了(我也是快要当爹的人了，你也没有必要喷我，这个东西要理性分析原因)	所以女的很多都想找个比自己大的，可以理解成是因为大点的男人人性能压住兽性么。	这个帽子够大	others
为什么我想到的是带一把刀 和一袋盐，	一根绳子一把刀？老侦察兵啊	想着要是穿越到没有人的地，这都是活命的东西，刀可以做些小工具并防御，盐可以自己用，还是重要的交换物品，感觉盐的流通性比宝石黄金更有用，活下去才有可能。	others
人口有规律的 强行干涉下场很惨，参考计划生育	如果真到那个情况的话，中国并没进步，相反倒退了。	改正旧的 又犯新的，人口老龄化…出生率和离婚率惨不忍睹	sad
